Id,Name,Position,Year,School,RASScore,AllTimeScore
1718,Donnell Dix,LB,2019,Penn State,2.96,3.26
1719,Kyle Vasey,LS,2019,Penn State,4.65,4.97
1720,Tyler Balla,WR,2019,Allegheny,0.07,0.14
1721,Chris Gary,DE,2019,Bloomsburg,6.64,6.6
1722,Alex Bachman,WR,2019,Wake Forest,7.68,7.86
1723,Rafael Araujo-Lopes,WR,2019,Pittsburgh,6.65,6.93
1724,George Aston,FB,2019,Pittsburgh,8.22,8.36
1725,James Folston,DE,2019,Pittsburgh,9.54,9.52
1726,Colin Jonov,CB,2019,Pittsburgh,2.6,3.11
1727,Shane Roy,DT,2019,Pittsburgh,1.5,1.74
1728,Quintin Wirginis,LB,2019,Pittsburgh,0,0
1729,Obinna Iheoma,LB,2019,Northwestern State,4.94,5.24
1730,Jalin Burrell,CB,2019,New Mexico,5.62,5.86
1731,Cody Demers,WR,2019,Merrimack,3.43,3.64
1732,Dorian Baker,WR,2019,Kentucky,3.6,3.89
1733,David Bouvier,WR,2019,Kentucky,1.36,1.61
1734,Nick Haynes,OG,2019,Kentucky,8.77,8.73
1735,Bunchy Stallings,OG,2019,Kentucky,1.23,1.58
1736,Tristan Yoemans,LS,2019,Kentucky,7.75,7.76
1737,Eric Assoua,LB,2019,Western Michigan,6.45,6.69
1738,Drake Harris,WR,2019,Western Michigan,2.35,2.59
1739,Odell Miller,OT,2019,Western Michigan,7.2,6.92
1740,Kyron Brown,CB,2019,Akron,5.5,5.68
1741,Kenny Bigelow Jr.,DT,2019,West Virginia,5.95,5.96
1742,Joe Brown,OG,2019,West Virginia,1.3,1.6
1743,Isaiah Hardy,OG,2019,West Virginia,1.62,1.97
1744,Dominique Maiden,WR,2019,West Virginia,0.49,0.62
1745,Jabrill Robinson,DE,2019,West Virginia,0.27,0.42
1746,Ezekiel Rose,DT,2019,West Virginia,5.59,5.74
1747,Jerry Iweh,SS,2019,Fairmont State,2.94,3.22
1748,Kwadarrius Smith,WR,2019,Akron,5.24,5.34
1749,Tyler Davis,OG,2019,The Citadel,7.23,7.29
1750,Deonte Harty,WR,2019,Assumption,5.2,5.31
1751,Dante Redwood,CB,2019,Mercyhurst,7.41,7.57
1752,T.J. Linta,QB,2019,Wagner,3.61,3.56
1753,Marche Dennard,RB,2019,Colorado State Pueblo,1.22,1.4
1754,Bernard McDondle,RB,2019,Colorado State Pueblo,3.88,4.19
1755,William Brown,TE,2019,Auburn,0.46,0.54
1756,Thomas Ives,WR,2019,Colgate,9.24,9.34
1757,Isaac Zico,WR,2019,Purdue,2.98,3.2
1758,T.J. Roundtree,OG,2019,Colorado State,2.41,2.73
1759,Tyler Bjorklund,OG,2019,Colorado State,3.69,3.97
1760,Shane Evans,OG,2019,Purdue,0.4,0.58
1761,Monty Fenner,CB,2019,Towson,5.25,5.56
1762,Deyon Sizer,DT,2019,Colorado State Pueblo,7.42,7.54
1763,Montre Gregory,CB,2019,Bowling Green,5.32,5.44
1764,V.J. Banks,CB,2019,Colorado State,1.63,1.81
1765,DeEric Culver,CB,2019,Alabama Birmingham,2.26,2.56
1766,Kamal Hardy,CB,2019,Purdue,2.93,3.43
1767,Eli Walker,SS,2019,Kansas State,2.61,3.01
1768,MikQuan Deane,TE,2019,Western Kentucky,6.45,6.5
1769,Julien Lewis,DT,2019,Western Kentucky,0.37,0.51
1770,Quinton Bell,LB,2019,Prairie View A&M,9.89,9.88
1771,Ian Bunting,TE,2019,California,3.2,3.35
1772,Moe Ways,WR,2019,Colorado State,4.91,5.12
1773,Kamryn Bennett,OG,2019,Colorado State,0.9,1.15
1774,Tyree Mayfield,FB,2019,Wyoming,9.66,9.74
1775,Austin Fort,WR,2019,Wyoming,5.4,5.67
1776,Kevin Prosser,WR,2019,Wyoming,5.86,5.91
1777,Jamie Gillan,PK,2019,Arkansas Pine-Bluff,0,0
1778,Andrew Zecca,PK,2019,Saint Francis,0.95,1.02
1779,Ruan Venter,PK,2019,Shepherd,0,0
1780,Stephen Adams,PK,2019,Delaware Valley,3.95,3.69
1781,Dominic Panazzolo,PK,2019,Texas Tech,0,0
1782,AJ Cole III,PK,2019,North Carolina State,0,0
1783,KaVontae Turpin,WR,2019,Texas Christian,5.06,5.2
1784,Enter Name,XX,2020,College,0,0
1785,K.J. Hill,WR,2020,Ohio State,3.89,3.95
1786,LeVante Bellamy,RB,2020,Western Michigan,6.5,6.58
1787,Kevin Davidson,QB,2020,Princeton,4.5,4.48
1788,Niklas Kantonen,TE,2020,International,0,0.01
1789,Akseli Olin,LB,2020,International,0.15,0.17
1790,Christer Berg,DE,2020,International,0.05,0.06
1791,Jere Lahti,TE,2020,International,0.25,0.31
1792,Rufail Khalifa,SS,2020,International,1.16,1.24
1793,Karlis Brauns,DE,2020,International,1.61,1.67
1794,Micky Kyei,WR,2020,International,0.88,0.97
1795,Anthony Gordon,QB,2020,Washington State,0,0
1796,Jordan Love,QB,2020,Utah State,8.43,8.55
1797,Nathan Stanley,QB,2020,Iowa,5.93,5.85
1798,Reid Sinnett,QB,2020,San Diego,0,0
1799,Joshua Kelley,RB,2020,UCLA,7.6,7.74
1800,Patrick Taylor Jr.,RB,2020,Memphis,7.12,7.27
1801,Karri Pajarinen,RB,2020,International,1.02,1.19
1802,Rico Dowdle,RB,2020,South Carolina,8.59,8.6
1803,Viljo Lempinen,FS,2020,International,0.42,0.56
1804,Scottie Phillips,RB,2020,Mississippi,2.94,3.03
1805,Zack Moss,RB,2020,Utah,2.81,3.04
1806,Alex Pechin,PK,2020,Bucknell,8.44,8.13
1807,Okko Outinen,DE,2020,International,2.93,3.02
1808,Kurt Rawlings,QB,2020,Yale,0,0
1809,Arryn Siposs,PK,2020,Auburn,0,0
1810,Blake Ferguson,LS,2020,Louisiana State,7.13,7.55
1811,Brandon Dillon,TE,2020,Marian,7.21,7.29
1812,Braden Mann,PK,2020,Texas A&M,7.19,7.11
1813,Sebastien Sagne,WR,2020,International,2.5,2.64
1814,Custom Card,XX,2020,College,0,0
1815,Ilia Shakurov,DE,2020,International,0.71,0.74
1816,Darrion Daniels,DT,2020,Nebraska,4.16,4.35
1817,Rashard Lawrence,DT,2020,Louisiana State,6.18,6.25
1818,JJ Molson,PK,2020,UCLA,0,0
1819,Albert Okwuegbunam,TE,2020,Missouri,0,0
1820,Joseph Charlton,PK,2020,South Carolina,0,0
1821,Michael Turk,PK,2020,Arizona State,8.19,8.02
1822,Daniel Stadler,DT,2020,International,1.91,2.07
1823,Rodrigo Blankenship,PK,2020,Georgia,0,0
1824,Sterling Hofrichter,PK,2020,Syracuse,0,0
1825,Steven Wirtel,LS,2020,Iowa State,9.88,9.86
1826,Freddie Swain,WR,2020,Florida,8.29,8.4
1827,Tommy Townsend,PK,2020,Florida,0,0
1828,Tyler Bass,PK,2020,Georgia Southern,0,0
1829,Tuukka Lehtonen,RB,2020,International,0.08,0.09
1830,Juwan Johnson,WR,2020,Oregon,6.5,6.71
1831,Cohl Cabral,OC,2020,Arizona State,0,0
1832,Kelly Bryant,QB,2020,Missouri,8.73,8.77
1833,Jake Luton,QB,2020,Oregon State,2,1.92
1834,James Morgan,QB,2020,Florida International,3.85,3.78
1835,John Hightower,WR,2020,Boise State,8.02,8.14
1836,Joe Reed,WR,2020,Virginia,9.35,9.35
1837,Ke'Shawn Vaughn,RB,2020,Vanderbilt,5.18,5.26
1838,James Gilbert,RB,2020,Kansas State,1.44,1.59
1839,Maurice Thomas,RB,2020,Miami OH,7.03,7.1
1840,Tomas Jack-Kurdyla,OG,2020,Buffalo,1.68,1.88
1841,Dezmon Patmon,WR,2020,Washington State,8.46,8.58
1842,Binjimen Victor,WR,2020,Ohio State,5.22,5.27
1843,Chris Finke,WR,2020,Notre Dame,4.15,4.16
1844,Aaron Fuller,WR,2020,Washington,2.53,2.66
1845,Marquez Callaway,WR,2020,Tennessee,8.89,8.87
1846,Darrell Stewart,WR,2020,Michigan State,0,0
1847,Jordan McCray,WR,2020,Oklahoma State,2.39,2.49
1848,Stephen Guidry,WR,2020,Mississippi State,6.04,6.17
1849,Chris Rowland,WR,2020,Tennessee State,6.97,7.04
1850,Omar Bayless,WR,2020,Arkansas State,3.56,3.63
1851,Will Dawkins,FS,2020,Alabama Birmingham,0.26,0.32
1852,Darnell Mooney,WR,2020,Tulane,7.03,7.01
1853,Tony Brown,WR,2020,Colorado,3.07,3.26
1854,Aaron Parker,WR,2020,Rhode Island,3.62,3.82
1855,Kristian Wilkerson,WR,2020,Southeast Missouri State,9.72,9.74
1856,Chase Pankey,WR,2020,Mt St. Josephs,9.01,9.09
1857,Arthur Jackson III,WR,2020,Eastern Michigan,4.81,4.92
1858,Peter Anderson,WR,2020,Colorado Mesa,3.08,3.18
1859,Steven Newbold,WR,2020,Tennessee State,2.07,2.26
1860,Giovanni Ricci,TE,2020,Western Michigan,0,0
1861,Dominick Wood-Anderson,TE,2020,Tennessee,5.35,5.26
1862,Ben Ellefson,TE,2020,North Dakota State,0,0
1863,Alex Taylor,OT,2020,South Carolina State,8.14,7.99
1864,Charlie Heck,OT,2020,North Carolina,7.64,7.43
1865,Ben Bartch,OT,2020,St. Johns,0,0
1866,Yasir Durant,OT,2020,Missouri,2.14,2.25
1867,Evin Ksiezarczyk,OT,2020,Buffalo,8.07,7.91
1868,Kyle Murphy,OG,2020,Rhode Island,5.42,5.54
1869,Korie Rogers,LB,2020,West Georgia,5.7,5.91
1870,Javon Mosley,OT,2020,New Mexico,7.29,7.18
1871,Travis Sailo,DT,2020,Troy,3.63,3.83
1872,Justin Herron,OT,2020,Wake Forest,3.96,3.94
1873,Steve Nielsen,OT,2020,Eastern Michigan,5.67,5.53
1874,Tre'Vour Wallace-Sims,OG,2020,Missouri,0,0
1875,Damien Lewis,OG,2020,Louisiana State,7.96,7.98
1876,Tyre Phillips,OG,2020,Mississippi State,3.5,3.66
1877,Danny Pinter,OG,2020,Ball State,9.6,9.59
1878,Dustin Woodard,OG,2020,Memphis,0,0
1879,Dieter Eiselen,OG,2020,Yale,0,0
1880,Kyle Hinton,OG,2020,Washburn,9.44,9.39
1881,Geraud Sanders,WR,2020,Air Force,2.37,2.49
1882,Donell Stanley,OC,2020,South Carolina,0,0
1883,Lloyd Cushenberry III,OC,2020,Louisiana State,7.36,7.37
1884,Matt Hennessy,OC,2020,Temple,8.9,8.84
1885,Keith Ismael,OC,2020,San Diego State,7.11,7.2
1886,Javon Kinlaw,DT,2020,South Carolina,0,0
1887,Leki Fotu,DT,2020,Utah,6.57,6.7
1888,Josiah Coatney,DT,2020,Mississippi,2.83,3.07
1889,Jason Strowbridge,DT,2020,North Carolina,9.47,9.44
1890,Larrell Murchison,DT,2020,North Carolina State,7.11,7.27
1891,Garrett Marino,DT,2020,Alabama Birmingham,6.07,6.2
1892,John Penisini,DT,2020,Utah,0,0
1893,Auzoyah Alufohai,DT,2020,West Georgia,2.12,2.31
1894,Bravvion Roy,DT,2020,Baylor,0,0
1895,LaCale London,DT,2020,Western Illinois,8.56,8.66
1896,Josh Avery,DT,2020,Southeast Missouri State,9.5,9.55
1897,Denzel Mims,WR,2020,Baylor,9.77,9.78
1898,Antonio Gandy-Golden,WR,2020,Liberty,6.13,6.22
1899,Quartney Davis,WR,2020,Texas A&M,7.02,7.07
1900,James Proche,WR,2020,Southern Methodist,4.04,4.25
1901,Michael Pittman Jr.,WR,2020,Southern California,8.27,8.37
1902,Brandon Aiyuk,WR,2020,Arizona State,8.47,8.47
1903,Laviska Shenault Jr.,WR,2020,Colorado,6.97,7.06
1904,Devin Duvernay,WR,2020,Texas,7.86,8
1905,Chase Claypool,WR,2020,Notre Dame,9.98,9.98
1906,Jauan Jennings,WR,2020,Tennessee,2.69,2.75
1907,Kalija Lipscomb,WR,2020,Vanderbilt,5.82,5.88
1908,Antonio Gibson,WR,2020,Memphis,9.29,9.32
1909,Tyler Johnson,WR,2020,Minnesota,0,0
1910,Austin Mack,WR,2020,Ohio State,4.3,4.36
1911,Tyrie Cleveland,WR,2020,Florida,9.65,9.65
1912,Brycen Hopkins,TE,2020,Purdue,8.17,8.2
1913,Adam Trautman,TE,2020,Dayton,8.74,8.71
1914,Josiah Deguara,FB,2020,Cincinnati,8.49,8.66
1915,Charlie Taumoepeau,FB,2020,Portland State,8.04,8.2
1916,Stephen Sullivan,TE,2020,Louisiana State,7.45,7.39
1917,Bradlee Anae,DE,2020,Utah,4.96,5.12
1918,Alton Robinson,DE,2020,Syracuse,8.94,8.85
1919,Zack Baun,LB,2020,Wisconsin,7.85,7.94
1920,Terrell Lewis,LB,2020,Alabama,0,0
1921,Kendall Coleman,DE,2020,Syracuse,3.01,3.11
1922,Marlon Davidson,DT,2020,Auburn,6.41,6.56
1923,Trevis Gipson,DE,2020,Tulsa,8.79,8.72
1924,Alex Highsmith,DE,2020,Charlotte,8.02,7.94
1925,LaDarius Hamilton,DE,2020,North Texas,3.4,3.52
1926,Derrek Tuszka,DE,2020,North Dakota State,8.65,8.55
1927,Austin Edwards,DE,2020,Ferris State,8.34,8.43
1928,Collin Johnson,WR,2020,Texas,0,0
1929,Qaadir Sheppard,DE,2020,Mississippi,6.66,6.64
1930,Chauncey Rivers,DE,2020,Mississippi State,1.18,1.26
1931,Tipa Galeai,LB,2020,Utah State,0,0
1932,Richard Yeargin,DE,2020,Boston College,0,0
1933,Francis Bernard,LB,2020,Utah,3.29,3.49
1934,Cam Gill,LB,2020,Wagner,7.26,7.35
1935,Davion Taylor,LB,2020,Colorado,8.53,8.68
1936,Cameron Brown,LB,2020,Penn State,6.04,6.16
1937,Dante Olson,LB,2020,Montana,6.26,6.47
1938,Mykal Walker,LB,2020,Fresno State,8.15,8.25
1939,Jordan Glasgow,LB,2020,Michigan,0,0
1940,Dele Harding,LB,2020,Illinois,5.08,5.31
1941,Chauncey Haney,LB,2020,North Greenville,2.68,2.77
1942,Daniel Bituli,LB,2020,Tennessee,3.71,3.85
1943,Alexander Vainikolo,LB,2020,New Mexico,1.01,1.15
1944,Troy Pride Jr.,CB,2020,Notre Dame,7.16,7.27
1945,A.J. Green,CB,2020,Oklahoma State,3.51,3.95
1946,Dane Jackson,CB,2020,Pittsburgh,4.4,4.78
1947,Kindle Vildor,CB,2020,Georgia Southern,7.6,7.71
1948,DeMarkus Acy,CB,2020,Missouri,0,0
1949,Essang Bassey,CB,2020,Wake Forest,8.23,8.26
1950,Michael Ojemudia,CB,2020,Iowa,9.15,9.15
1951,Cooper Edmiston,LB,2020,Tulsa,1,1.14
1952,Darnay Holmes,CB,2020,UCLA,3.65,3.89
1953,Nevelle Clarke,FS,2020,Central Florida,5.11,5.58
1954,Rodney Clemons,FS,2020,Southern Methodist,3.36,3.57
1955,Stantley Thomas-Oliver,CB,2020,Florida International,8.24,8.11
1956,John Reid,CB,2020,Penn State,8.41,8.4
1957,L'Jarius Sneed,FS,2020,Louisiana Tech,9.45,9.45
1958,KiAnte Hardin,CB,2020,Pittsburg State,5.61,5.77
1959,Ray Buford Jr.,CB,2020,New Mexico State,7.29,7.44
1960,Tyler Hall,CB,2020,Wyoming,5.66,5.89
1961,Will Sunderland,CB,2020,Troy,4.72,5.03
1962,Reid Harrison-Ducros,CB,2020,Duquesne,0,0
1963,Gavin Heslop,CB,2020,Stony Brook,8.56,8.62
1964,Cameron Mayberry,RB,2020,Colorado Mines,1.61,1.78
1965,D.J. Davis,RB,2020,Southern Illinois,3.34,3.42
1966,Carlos Blackman,RB,2020,Central Arkansas,7.51,7.67
1967,Artavis Pierce,RB,2020,Oregon State,3.84,4.06
1968,Brian Herrien,RB,2020,Georgia,6.27,6.48
1969,Reggie Corbin,RB,2020,Illinois,6.14,6.28
1970,Tony Jones Jr.,RB,2020,Notre Dame,4.19,4.44
1971,Benny LeMay,RB,2020,Charlotte,1.06,1.17
