Id,Player,Position,Year,School,RAS Score,All Time Score
494,Dave Viaene,OC,1988,Minnesota Duluth,7.69,7.53
495,Dave Widell,OT,1988,Boston College,4,2.58
496,David Cadigan,OT,1988,Southern California,10,7.81
497,David Futrell,DT,1988,Brigham Young,0,0
498,David Grant,DT,1988,West Virginia,2.41,2.56
499,David Houle,OT,1988,Michigan State,9.4,8.42
500,David Miles,WR,1988,Brigham Young,5.88,2.87
501,David Richards,OT,1988,UCLA,1.8,2.13
502,David Smith,RB,1988,Western Kentucky,0,0
503,David Spradlin,LB,1988,Texas Christian,0,0
504,David Tate,SS,1988,Colorado,6.19,4.99
505,David Viaene,OT,1988,Minnesota Duluth,0,0
506,David Vickers,CB,1988,Oklahoma,2.95,1.73
507,David Weber,QB,1988,Carroll,0,0
508,Deatrich Wise,DT,1988,Jackson State,0,0
509,Dennis Price,CB,1988,UCLA,0,0
510,Dermontti Dawson,OC,1988,Kentucky,8.46,8.05
511,Derrick Crudup,SS,1988,Oklahoma,2.86,2.75
512,Derrick White,CB,1988,Oklahoma,0.23,0.17
513,Derwin Jones,DT,1988,Miami,0,0
514,Don Mcpherson,QB,1988,Syracuse,8.4,8.17
515,Donnie Dee,TE,1988,Tulsa,0,0
516,Doug Fiala,OT,1988,Colorado State,6.2,4.37
517,Duke Donaldson,WR,1988,Auburn,0.63,0.62
518,Dwayne Harper,CB,1988,South Carolina State,0,0
519,Dwight Sistrunk,CB,1988,Iowa,0.68,0.4
520,Ed Gillies,OG,1988,Cal State Fullerton,8.44,8.33
521,Ed Miller,OC,1988,Pittsburgh,0,0
522,Edward Phillips,LB,1988,Auburn,6.19,5.12
523,Ellis Dillahunt,DB,1988,East Carolina,0,0
524,Eric Allen,CB,1988,Arizona State,5.68,3.57
525,Eric Andolsek,OG,1988,Louisiana State,5,5.03
526,Eric Everett,CB,1988,Texas Tech,9.09,7.52
527,Eric Hickerson,DB,1988,Indiana,0,0
528,Eric Kumerow,LB,1988,Ohio State,0,0
529,Eric Moore,OT,1988,Indiana,8.2,4.15
530,Erik Campbell,CB,1988,Michigan,1.82,1.17
531,Erik Mcmillan,SS,1988,Missouri,7.14,4.66
532,Ernie Jones,WR,1988,Indiana,0,0
533,Erwin Grabisna,DT,1988,Case Western,9.31,8.9
534,Eugene Hardy,CB,1988,Arizona,2.05,1.09
535,Ezekial Gadson,LB,1988,Pittsburgh,6.67,5.67
536,Ferrell Edmunds,TE,1988,Maryland,0,0
537,Flipper Anderson,WR,1988,UCLA,7.5,4.44
538,Frank Pillow,WR,1988,Tennessee State,0,0
539,Franky Thomas,FS,1988,Houston,3.53,2.31
540,Fred Strickland,LB,1988,Purdue,7.94,6.02
541,Garry Frank,OG,1988,Mississippi State,9.38,8.09
542,Gary Couch,WR,1988,Minnesota,0,0
543,Gary Hadd,DT,1988,Minnesota,0,0
544,Gary Mcguire,LB,1988,Houston,2.06,1.69
545,Gary Patton,RB,1988,Eastern Michigan,1.18,0.7
546,Gary Richard,CB,1988,Pittsburgh,0.91,0.6
547,Gaston Green,RB,1988,UCLA,7.45,5.86
548,George Cooper,RB,1988,Ohio State,2.94,1.95
549,George Hinkle,DE,1988,Arizona,1.25,0.71
550,George Mira,LB,1988,Miami,4.44,3.13
551,George Thomas,WR,1988,UNLV,7.13,3.88
552,Gerald Perry,OT,1988,Southern,8,5.29
553,Glenn Derby,OT,1988,Wisconsin,6,3.36
554,Gordie Lockbaum,RB,1988,Holy Cross,0,0
555,Gordon Lockbaum,RB,1988,Holy Cross,3.33,1.83
556,Greg Clark,LB,1988,Arizona State,0,0
557,Greg Cox,SS,1988,San Jose State,1.9,2.29
558,Greg Harris,WR,1988,Troy State,0,0
559,Greg Johnson,OT,1988,Oklahoma,9.6,7.15
560,Greg Kunkel,OT,1988,Kentucky,6.8,4.62
561,Greg Montgomery,PK,1988,Michigan State,0,0
562,Greg Scales,TE,1988,Wake Forest,5,2.18
563,Guy Liggins,WR,1988,San Jose State,2.75,1.58
564,Harold Hicks,FS,1988,San Diego State,10,7.17
565,Harry Galbreath,OG,1988,Tennessee,5.31,5.52
566,Harvey Reed,RB,1988,Howard,7.06,4.49
567,Hendley Hawkins,WR,1988,Nebraska,0,0
568,Henry Brown,DT,1988,Florida,4.48,5.82
569,Herb Gainer,WR,1988,Florida State,1.88,0.95
570,Herb Wester,OT,1988,Iowa,3.6,1.65
571,Houston Hoover,OG,1988,Jackson State,0,0
572,Ickey Woods,FB,1988,UNLV,6.67,6.03
573,Izel Jenkins,CB,1988,North Carolina State,0,0
574,J.J. Birden,WR,1988,Oregon,9.25,6.92
575,J.R. Ambrose,WR,1988,Mississippi,0,0
576,James Earle,LB,1988,Clemson,2.38,1.73
577,James Hasty,CB,1988,Washington State,0,0
578,James Milling,WR,1988,Maryland,5.25,2.72
579,James Primus,RB,1988,UCLA,8.24,5.44
580,James Rich,WR,1988,Albany State,1.13,0.44
581,James Saxon,RB,1988,San Jose State,4.31,1.84
582,James Thornton,TE,1988,Cal State Fullerton,0,0
583,James Washington,FS,1988,UCLA,0.59,1.2
584,Jamie Morris,RB,1988,Michigan,1.96,0.96
585,Jarvis Williams,SS,1988,Florida,0.95,0.93
586,Jason Cooper,TE,1988,Duke,0,0
587,Jeff Beathard,WR,1988,Southern Oregon,0,0
588,Jeff Burger,QB,1988,Auburn,9.2,6.21
589,Jeff Cross,DE,1988,Missouri,3.44,1.6
590,Jeff Fairholm,WR,1988,Arizona,3.13,1.2
591,Jeff Herrod,LB,1988,Mississippi,0,0
592,Jeff James,WR,1988,Stanford,2.38,1.03
593,Jeff Knapton,DE,1988,Wyoming,2.19,1.07
594,Jeff Wright,DT,1988,Central Missouri,0,0
595,Jerry Dunlap,CB,1988,Youngstown State,1.14,0.68
596,Jerry Reese,DE,1988,Kentucky,0,0
597,Jethro Franklin,DE,1988,Fresno State,0,0
598,Jim Thornton,TE,1988,Cal State Fullerton,9.69,8.7
599,Joe Cain,LB,1988,Oregon Tech,0,0
600,Joe Campbell,LB,1988,New Mexico State,0,0
601,Joe Schuster,DT,1988,Iowa,0,0
602,Joel Porter,OT,1988,Baylor,6.6,4.7
603,Joey Howard,OT,1988,Tennessee,0,0
604,John Baylor,CB,1988,Southern Mississippi,6.36,4.44
605,John Booty,CB,1988,Texas Christian,3.86,2.38
606,John Brantley,LB,1988,Georgia,1.27,1.72
607,John Bruhin,OG,1988,Tennessee,0,0
608,John Driscoll,OT,1988,New Hampshire,4.6,2.93
609,John Elliott,OT,1988,Michigan,3.4,2.03
610,John Galvin,LB,1988,Boston College,0,0
611,John Garrett,WR,1988,Syracuse,0.5,0.15
612,John Hagy,FS,1988,Texas,1.76,1.75
613,John Jackson,OT,1988,Eastern Kentucky,0,0
614,John Phillips,OG,1988,Clemson,1.88,4.05
615,John Stephens,RB,1988,Northwestern State,10,9.71
616,John Talley,WR,1988,West Virginia,3.5,1.7
617,John Williams,WR,1988,Kansas State,1.75,1.35
618,Johnny Carter,WR,1988,Grambling State,0,0
619,Jon Carter,DT,1988,Pittsburgh,7.93,6.69
620,Jon Phillips,OG,1988,Oklahoma,7.19,6.33
621,JR Ambrose,WR,1988,Mississippi,4.88,2.49
622,Jumbo Elliott,OT,1988,Michigan,0,0
623,Keith Gloster,WR,1988,Temple,1,0.61
624,Keith Jackson,TE,1988,Oklahoma,6.25,2.92
625,Keith Jones,RB,1988,Nebraska,7.25,5.79
626,Keith McCoy,DB,1988,Fresno State,0,0
627,Keith Neubert,TE,1988,Nebraska,3.13,1.43
628,Keith Taylor,SS,1988,Illinois,7.62,6.44
629,Keith Woodside,RB,1988,Texas A&M,6.86,3.46
630,Ken Harvey,LB,1988,California,9.68,9.26
631,Ken Henry,WR,1988,Southern California,2.63,1.52
632,Ken Norton,LB,1988,UCLA,9.52,7.29
633,Kenny Gamble,RB,1988,Colgate,1.76,0.94
634,Kenny Jackson,RB,1988,San Jose State,0.39,0.19
635,Kent Dean,TE,1988,Kansas State,0,0
636,Kerry Goode,RB,1988,Alabama,0,0
637,Kerwin Bell,QB,1988,Florida,2.4,0.37
638,Kevin Bryant,LB,1988,Delaware State,0,0
639,Kevin Guidry,CB,1988,Louisiana State,8.41,6.15
640,Kevin Harmon,RB,1988,Iowa,4.51,3.12
641,Kevin Porter,SS,1988,Auburn,8.1,5.66
642,Kevin Walker,LB,1988,Maryland,0,0
643,Kip Corrington,FS,1988,Texas A&M,0,0
644,Kirk Roach,PK,1988,Western Carolina,0,0
645,Kurt Crain,LB,1988,Auburn,0,0
646,Kurt Koch,DE,1988,Colorado,2.81,1.12
647,Larry Clarkson,OT,1988,Montana,9.2,6.59
648,Lars Tate,RB,1988,Georgia,9.8,8.41
649,Lavance Northington,CB,1988,Oregon State,4.09,1.96
650,Lemuel Stinson,CB,1988,Texas Tech,7.5,5
651,Lorenzo White,RB,1988,Michigan State,0,0
652,Louis Cheek,OT,1988,Texas A&M,2.4,1.32
653,Lucius Floyd,RB,1988,UNLV,3.73,1.78
654,Lydell Carr,FB,1988,Oklahoma,0,0
655,Marc Zeno,WR,1988,Tulane,4.38,1.76
656,Marco Johnson,WR,1988,Hawaii,0,0
657,Marcus Cotton,LB,1988,Southern California,7.62,5.86
658,Mark Higgs,RB,1988,Kentucky,9.22,7.16
659,Mark Hutson,OG,1988,Oklahoma,2.81,3.44
660,Mark Nichols,DT,1988,Michigan State,0,0
661,Martin Mayhew,CB,1988,Florida State,2.5,1.31
662,Marvin Allen,RB,1988,Tulane,4.9,2.52
663,Matt Patchan,OT,1988,Miami,0,0
664,Matt Wilson,OC,1988,Texas A&M,0.77,1.05
665,Matthew Knizner,QB,1988,Penn State,4,1.41
666,Mel Farr,FB,1988,UCLA,0,0
667,Melvin Bratton,RB,1988,Miami,0,0
668,Michael Ball,SS,1988,Southern,6.67,5.54
669,Michael Brim,CB,1988,Virginia Union,5.45,3.53
670,Michael Dean Perry,DT,1988,Clemson,0,0
671,Michael Haynes,WR,1988,Northern Arizona,6.5,3.51
672,Michael Irvin,WR,1988,Miami,0,0
673,Michael Johnson,LB,1988,Texas Tech,0.32,0.57
674,Michael Oliphant,WR,1988,Puget Sound,0,0
675,Michael Scott,OG,1988,Missouri,6.25,5.84
676,Mickey Pruitt,SS,1988,Colorado,0,0
677,Mickey Ray,LB,1988,Appalachian State,3.97,2.64
678,Mike Alexander,WR,1988,Penn State,3.25,2.33
679,Mike Hinnant,TE,1988,Temple,1.56,0.91
680,Mike Oliphant,RB,1988,Puget Sound,0,0
681,Mike Perez,QB,1988,San Jose State,0,0
682,Mike Piel,DT,1988,Illinois,4.83,5.76
683,Mike Scully,OT,1988,Illinois,4.2,2.86
684,Mike Withycombe,OT,1988,Fresno State,1.4,1.1
685,Monte Robbins,PK,1988,Michigan,0,0
686,Nacho Albergamo,OC,1988,Louisiana State,1.54,2.73
687,Nate Hill,DT,1988,Auburn,8.62,7.37
688,Neal Wilkinson,TE,1988,James Madison,0,0
689,Neil Galbraith,DB,1988,Central Oklahoma,0,0
690,Neil Smith,DE,1988,Nebraska,10,8.34
691,Newt Harrell,OT,1988,West Texas A&M,0,0
692,Norman Floyd,DB,1988,South Carolina,0,0
693,O'Brien Alston,DE,1988,Maryland,5.63,2.24
694,Owen Hooven,OT,1988,Oregon State,0,0
695,Paco Craig,WR,1988,UCLA,0,0
696,Pat Carter,TE,1988,Florida State,0.63,0.82
697,Pat Foster,DT,1988,Montana,0,0
698,Pat Kelly,TE,1988,Syracuse,0,0
699,Patrick Collins,RB,1988,Oklahoma,5.88,3.57
700,Paul Frase,DE,1988,Syracuse,6.56,2.96
701,Paul Gruber,OT,1988,Wisconsin,0,0
702,Paul Hickert,PK,1988,Murray State,0,0
703,Paul Jetton,OG,1988,Texas,5.94,4.98
704,Paul Jurgensen,DE,1988,Georgia Tech,3.75,1.38
705,Paul Mcgowan,LB,1988,Florida State,5.08,3.16
706,Paul Pomfret,TE,1988,Penn State,6.56,2.7
707,Percy Hines,CB,1988,Houston,4.55,2.1
708,Pete Curkendall,DT,1988,Penn State,0,0
709,Peter Curkendall,DT,1988,Penn State,0,0
710,Phil Zielinski,LB,1988,Central Michigan,1.59,1.79
711,Phillip Brown,LB,1988,Alabama,9.05,6.6
712,Pierce Holt,DE,1988,Angelo State,0,0
713,Quinn Early,WR,1988,Iowa,9.38,5.33
714,Quintin Jones,SS,1988,Pittsburgh,0,0
715,R.C. Mullin,OT,1988,Louisiana,0,0
716,Ralph Jarvis,DE,1988,Temple,0,0
717,Ralph Tamm,OG,1988,West Chester,0,0
718,Randall Mcdaniel,OG,1988,Arizona State,9.69,8.43
719,Randy Thornton,LB,1988,Houston,8.89,6.66
720,Ray Jackson,DB,1988,Ohio State,0,0
721,Ray Roundtree,WR,1988,Penn State,0,0
722,Reggie Ware,RB,1988,Auburn,7.65,5.35
723,Reuben Davis,DT,1988,North Carolina,1.72,2.34
724,Riccardo Ingram,CB,1988,Georgia Tech,1.59,1.29
725,Rich Romer,LB,1988,New York,4.13,2.64
726,Richard Calvin,RB,1988,Washington State,0.98,0.41
727,Richard Marks,OT,1988,Oklahoma,0.2,0.47
728,Richard Petitbon,LB,1988,Maryland,0,0
729,Richard Zayas,WR,1988,Brigham Young,0.25,0.35
730,Rick Mcleod,OT,1988,Washington,4.4,3.71
731,Rick Strom,QB,1988,Georgia Tech,8.8,5.57
732,Rickey Dixon,FS,1988,Oklahoma,1.18,1.95
733,Ricky Shaw,DE,1988,Oklahoma State,9.06,7.15
734,Rob Sterling,DB,1988,Maine,0,0
735,Robert Delpino,RB,1988,Missouri,8.63,6.15
736,Robert Goff,DE,1988,Auburn,6.25,2.93
737,Robert Jones,FS,1988,Houston,2.35,2.44
738,Robert Tyler,TE,1988,South Carolina State,0.31,1
739,Rod Smith,WR,1988,Nebraska,0,0
740,Rodney Lossow,OC,1988,Wisconsin,3.85,6.42
741,Rodney Thomas,CB,1988,Brigham Young,5.91,3.78
742,Rogie Magee,WR,1988,Louisiana State,8,4.42
743,Rollin Putzier,DT,1988,Oregon,7.24,6.77
744,Ron Duncan,OG,1988,Ball State,7.81,7.56
745,Rory Johnson,RB,1988,St. Josephs,2.35,1.7
746,Roy Hart,DT,1988,South Carolina,0,0
747,Ryan Bethea,WR,1988,South Carolina,0,0
748,Sammy Lilly,CB,1988,Georgia Tech,0,0
749,Sammy Martin,WR,1988,Louisiana State,0,0
750,Sammy Obrient,DT,1988,Texas A&M,3.79,5.43
751,Sanjay Beach,WR,1988,Colorado State,7.38,3.3
752,Scott Bolton,WR,1988,Auburn,0,0
753,Scott Davis,DE,1988,Illinois,5.94,2.47
754,Scott Dill,OT,1988,Memphis,3,2.31
755,Scott Secules,QB,1988,Virginia,0,0
756,Scott Tabor,PK,1988,California,0,0
757,Scott Wilson,DE,1988,North Carolina State,1.88,0.99
758,Selwyn Brown,SS,1988,Miami,3.33,2.87
759,Shawn Lee,DT,1988,North Alabama,0,0
760,Shawn Patterson,DE,1988,Arizona State,9.69,6.39
761,Sheldon White,CB,1988,Miami,9.55,6.5
762,Stacy Searels,OT,1988,Auburn,5.6,3.66
763,Stan Clayton,OG,1988,Penn State,0,0
764,Stan Humphries,QB,1988,Louisiana Monroe,5.6,1.76
765,Sterling Sharpe,WR,1988,South Carolina,0,0
766,Steve Forch,LB,1988,Nebraska,0,0
767,Steve Hegdale,OT,1988,Tulsa,0,0
768,Steve Johnson,TE,1988,Virginia Tech,8.13,4.02
769,Steve Kaufusi,DE,1988,Brigham Young,0,0
770,Steve Slayden,QB,1988,Duke,0.8,0.22
771,Steve Wilkes,OT,1988,Appalachian State,3.2,2.7
772,Ted Gregory,DT,1988,Syracuse,0,0
773,Ted Karamanos,OG,1988,Northern Illinois,4.06,4.9
774,Teddy Garcia,PK,1988,Louisiana Monroe,0,0
775,Terry McDaniel,CB,1988,Tennessee,0,0
776,Terry Williams,CB,1988,Bethune-Cookman,6.59,4.31
777,Thane Gash,DB,1988,East Tennessee,0,0
778,Thomas Aldridge,LB,1988,Texas,0.63,0.65
779,Thurman Thomas,RB,1988,Oklahoma State,8.04,5
780,Tim Borcky,OT,1988,Memphis,0,0
781,Tim Brown,WR,1988,Notre Dame,0,0
782,Tim Foley,PK,1988,Georgia Southern,0,0
783,Tim Goad,DT,1988,North Carolina,5.17,6.12
784,Tim Moore,LB,1988,Michigan State,8.57,6.42
785,Tim Rother,DE,1988,Nebraska,7.81,4.09
786,Tim Vesling,PK,1988,Syracuse,0,0
787,Timothy Borcky,OT,1988,Memphis,7.2,5.31
788,Todd Freiwald,DE,1988,Virginia Military Institute,8.13,4.7
789,Todd Irvin,OT,1988,Mississippi,5,2.84
790,Todd Kalis,OG,1988,Arizona State,8.75,8.62
791,Todd Krumm,CB,1988,Michigan State,0.45,0.58
792,Todd Santos,QB,1988,San Diego State,4.8,1.31
793,Todd White,WR,1988,Cal State Fullerton,2.5,0.81
794,Tolbert Bain,SS,1988,Miami,1.43,1.08
795,Tollie Royal,SS,1988,Sam Houston State,5.24,3.95
796,Tom Erlandson,LB,1988,Washington,1.43,1.69
797,Tom Kelleher,RB,1988,Holy Cross,0,0
798,Tom Rehder,OT,1988,Notre Dame,9.8,8.86
799,Tom Tupa,QB,1988,Ohio State,0,0
800,Tommy Clapp,DE,1988,Louisiana State,1.56,0.98
801,Tommy Duhart,DT,1988,Southeastern Oklahoma State,0.69,1.1
802,Tommy Kane,WR,1988,Syracuse,0,0
803,Tommy Oliver,DE,1988,Alabama State,4.06,1.61
804,Tony Bartley,OG,1988,Texas A&M,2.5,3.59
805,Tony Jeffery,RB,1988,Texas Christian,6.08,3.64
806,Tony Jones,OT,1988,Western Carolina,2,2.22
807,Tony Jordan,RB,1988,Kansas State,0,0
808,Tony Stephens,DT,1988,Clemson,0,0
809,Tracey Eaton,FS,1988,Portland State,0,0
810,Trey Bauer,LB,1988,Penn State,0.16,0.12
811,Troy Johnson,LB,1988,Oklahoma,3.65,2.85
812,Troy Stedman,LB,1988,Washburn,0,0
813,Troy Wolkow,OG,1988,Minnesota,9.06,8.35
814,Van Waiters,LB,1988,Indiana,2.54,1.92
815,Victor Jones,LB,1988,Virginia Tech,0.95,1.61
816,Vincent Brown,LB,1988,Mississippi Valley State,5.24,3.89
817,Vincent Fizer,LB,1988,Southern,0,0
818,Walter Odom,TE,1988,Florida,5.31,2.22
819,Warren Williams,RB,1988,Miami,0,0
820,Wayne Ross,PK,1988,San Diego State,0,0
821,Wendell Davis,WR,1988,Louisiana State,0,0
822,Wendell Phillips,DB,1988,North Alabama,0,0
823,William Howard,RB,1988,Tennessee,1.57,1.12
824,William Thompson,LB,1988,Boston College,7.14,4.7
825,William White,SS,1988,Ohio State,3.81,2.68
826,Woody Myers,OC,1988,South Carolina,6.92,7.43
827,Jeff Feagles,PK,1988,Miami,0,0
828,Bryan Barker,PK,1988,Santa Clara,0,0
829,Rick Tuten,PK,1988,Florida State,0,0
830,Rufus Porter,LB,1988,Southern,0,0
831,David Treadwell,PK,1988,Clemson,0,0
832,A. J. Greene,CB,1989,Wake Forest,4.68,1.91
833,A.B. Brown,RB,1989,West Virginia,0,0
834,A.J. Greene,DB,1989,Wake Forest,0,0
835,A.J. Jenkins,LB,1989,Cal State Fullerton,7.01,5.22
836,A.J. Johnson,CB,1989,Southwest Texas State,0,0
837,Aaron Chubb,LB,1989,Georgia,0,0
838,Aaron Jenkins,FB,1989,Washington,4.8,3.24
839,Adam Bob,LB,1989,Texas A&M,0.82,0.89
840,Alex Stewart,DE,1989,Cal State Fullerton,9.39,8.62
841,Alfred Jackson,CB,1989,San Diego State,5.45,2.34
842,Alonzo Washington,RB,1989,Arizona,0.91,0.85
843,Alvoid Mays,DB,1989,West Virginia,0,0
844,Andre Brown,WR,1989,Miami,7.31,5.09
845,Andre Rison,WR,1989,Michigan State,7.82,5.52
846,Andrew Stewart,DE,1989,Cincinnati,8.78,7.95
847,Andy Heck,OT,1989,Notre Dame,8.82,7.81
848,Andy Sinclair,OC,1989,Stanford,4,4.47
849,Anthony Brown,RB,1989,West Virginia,2.6,1.43
850,Anthony Butts,DT,1989,Mississippi State,0,0
851,Anthony Dilweg,QB,1989,Duke,7.25,4.06
852,Anthony Florence,DB,1989,Bethune-Cookman,0,0
853,Anthony Phillips,OG,1989,Oklahoma,0,0
854,Anthony Spears,DE,1989,Portland State,0.61,0.42
855,Anthony Stafford,WR,1989,Oklahoma,8.57,5.41
856,Antonio Goss,LB,1989,North Carolina,7.32,5.78
857,Art Malone,CB,1989,Washington,0.26,0.23
858,Artie Holmes,DB,1989,Washington State,0,0
859,Barry Sanders,RB,1989,Oklahoma State,9.35,8.57
860,Ben Jessie,DB,1989,Southwest Texas State,0,0
861,Benji Roland,DT,1989,Auburn,1.46,2.13
862,Bert Weidner,DT,1989,Kent State,0,0
863,Bill Davis,WR,1989,Cincinnati,1.09,1.04
864,Bill Hawkins,DE,1989,Miami,9.8,7.19
865,Bill Jones,RB,1989,Southwest Texas State,0,0
866,Bill Michel,OG,1989,East Carolina,10,8.82
867,Billy Joe Tolliver,QB,1989,Texas Tech,3,1.17
868,Bo Orlando,DB,1989,West Virginia,0,0
869,Bob Jean,QB,1989,New Hampshire,7.5,5.09
870,Bob Kratch,OG,1989,Iowa,2.04,2.69
871,Bob Latham,OC,1989,Oklahoma,0.5,1.11
872,Bob Mrosko,TE,1989,Penn State,0,0
873,Bobby Humphrey,RB,1989,Alabama,0,0
874,Boo Mitchell,WR,1989,Vanderbilt,1.01,0.77
875,Brad Baxter,RB,1989,Alabama State,0,0
876,Brad Henke,DT,1989,Arizona,9.58,9.2
877,Brent Napierkowski,DE,1989,Portland State,3.06,1.88
878,Brent Snyder,QB,1989,Utah State,5.25,2.19
879,Brett Wiese,OG,1989,Washington,0.61,1.34
880,Brett Young,DB,1989,Oregon,0,0
881,Brian Bernard,DT,1989,Duke,1.04,0.77
882,Brian Jordan,DB,1989,Richmond,0,0
883,Brian Shulman,PK,1989,Auburn,0,0
884,Brian Slater,WR,1989,Washington,6.55,5.09
885,Brian Smider,OT,1989,West Virginia,0,0
886,Brian Smith,DE,1989,Auburn,9.18,6.35
887,Brian White,OT,1989,Brigham Young,0,0
888,Brian Williams,OG,1989,Minnesota,7.14,6.06
889,Britt Hager,LB,1989,Texas,5.46,3.44
890,Broderick Thomas,LB,1989,Nebraska,0,0
891,Bryan Tobey,RB,1989,Grambling State,0,0
892,Bubba Mcdowell,CB,1989,Miami,9.74,6.83
893,Burt Grossman,DE,1989,Pittsburgh,10,7.48
894,Byron Sanders,RB,1989,Northwestern,0,0
895,Calvin Nicholson,CB,1989,Oregon State,3.9,1.77
896,Carl Bax,OG,1989,Missouri,6.53,6.19
897,Carlo Cheattom,SS,1989,Auburn,0,0
898,Carlton Haselrig,OG,1989,Pitt-Johnstown,0,0
899,Carnell Lake,FS,1989,UCLA,10,8.31
900,Cedric Stallworth,DB,1989,Georgia Tech,0,0
901,Chad Sydnor,FS,1989,Maryland,0.91,0.9
902,Charles Darrington,TE,1989,Kentucky,0,0
903,Charles Jackson,DT,1989,Jackson State,0,0
904,Charles Washington,CB,1989,Cameron,5.71,3.5
905,Charvez Foger,RB,1989,UNLV,0,0
906,Chris Asbeck,DT,1989,Cincinnati,4.58,4.69
907,Chris Becker,PK,1989,Texas Christian,0,0
908,Chris Chenault,LB,1989,Kentucky,0,0
909,Chris Dunn,LB,1989,Cal Poly,0,0
910,Chris Dyko,OT,1989,Washington State,0,0
911,Chris Gannon,DE,1989,Southwestern Louisiana,7.96,4.75
912,Chris Hale,CB,1989,Southern California,7.14,4.8
913,Chris Ingram,CB,1989,Syracuse,4.16,1.84
914,Chris Jacke,PK,1989,Texas-El Paso,0,0
915,Chris Mohr,PK,1989,Alabama,0,0
916,Chris Parker,DT,1989,West Virginia,0.83,1.04
917,Chuck Hartlieb,QB,1989,Iowa,0,0
918,Cleveland Gary,FB,1989,Miami,7.6,5.22
919,Cornell Holloway,DB,1989,Pittsburgh,0,0
920,Courtney Hall,OC,1989,Rice,7,8.46
921,Craig Taylor,FB,1989,West Virginia,1.6,1.38
922,Curtis Wilson,OC,1989,Missouri,10,8.64
923,D.J. Johnson,CB,1989,Kentucky,6.62,3.47
924,Damon Stell,RB,1989,Oklahoma,2.34,1.37
925,Dan Plocki,PK,1989,Maryland,0,0
926,Dana Batisite,LB,1989,Texas A&M,0,0
927,Dana Batiste,LB,1989,Texas A&M,1.96,1.73
928,Dana Brinson,WR,1989,Nebraska,8.82,7.13
929,Dana Wells,DT,1989,Arizona,6.04,5.22
930,Danny Peebles,WR,1989,North Carolina State,9.33,7.75
931,Darrell Hamilton,OT,1989,North Carolina,6.62,4.59
932,Darrell Phillips,DT,1989,Louisiana State,0.21,0.7
933,Darren Carrington,FS,1989,Northern Arizona,9.39,6.3
934,Darron Norris,RB,1989,Texas,0,0
935,Darryl Hall,SS,1989,Washington,3.75,4.14
936,Darryl Henley,CB,1989,UCLA,2.08,0.83
937,Darryl Ingram,TE,1989,California,5.65,2.36
938,Daryl Illikainen,OG,1989,North Dakota State,2.86,3.5
939,Daryl Johnston,FB,1989,Syracuse,8.4,4.49
940,Dave Meggett,RB,1989,Towson,4.42,2.56
941,Dave Popp,OT,1989,Eastern Illinois,0,0
942,Dave Zawatson,OT,1989,California,3.09,2.15
943,David Ammons,DT,1989,South Carolina State,0,0
944,David Arnold,CB,1989,Michigan,0,0
945,David Braxton,LB,1989,Wake Forest,9.69,7.44
946,David Edeen,LB,1989,Wyoming,8.14,5.46
947,David Franks,OG,1989,Connecticut,0,0
948,David Griggs,LB,1989,Virginia,2.58,2.53
949,David Holmes,CB,1989,Syracuse,7.92,4.79
950,David Hudson,FB,1989,Iowa,2,1.21
951,David Williams,OT,1989,Florida,9.41,7.29
952,Deion Sanders,CB,1989,Florida State,0,0
953,Dennis Byrd,DE,1989,Tulsa,5.51,2.69
954,Deon Booker,RB,1989,Louisville,2.47,0.91
955,Derek Hill,WR,1989,Arizona,7.9,4.71
956,Derek MacCready,DE,1989,Ohio State,0,0
957,Derrell Marshall,OT,1989,Southern California,0,0
958,Derrick Fenner,RB,1989,North Carolina,0,0
959,Derrick Gainer,RB,1989,Florida A&M,0,0
960,Derrick Little,LB,1989,South Carolina,0,0
961,Derrick Thomas,LB,1989,Alabama,0,0
962,Deval Glover,WR,1989,Syracuse,0,0
963,Don Beebe,WR,1989,Chadron State,8.66,6.41
964,Donald Ellis,CB,1989,Miami,0,0
965,Donnell Woolford,CB,1989,Clemson,5.97,3.69
966,Doug Lloyd,RB,1989,North Dakota State,8.18,5.27
967,Doug Widell,OT,1989,Boston College,0,0
968,Drew Komlo,QB,1989,Catholic University,1.5,0.6
969,Eddie Johnson,WR,1989,Utah,2.94,1.43
970,Eddie Johnson CB,CB,1989,Penn State,2.6,1
971,Elliot Smith,DB,1989,Alcorn State,0,0
972,Elliott Beals,FB,1989,American International,0.4,0.4
973,Elliott Eley,FB,1989,Central Missouri,5.6,3.79
974,Elroy Harris,RB,1989,Eastern Kentucky,0,0
975,Emanuel McNeil,DT,1989,Tennessee-Martin,0,0
976,Eric Ball,RB,1989,UCLA,9.48,7.12
977,Eric Coleman,CB,1989,Wyoming,9.09,6.66
978,Eric Hill,LB,1989,Louisiana State,8.25,6.51
979,Eric Jones,QB,1989,Vanderbilt,7,5.47
980,Eric Lindstrom,LB,1989,Boston College,4.74,3.27
981,Eric Metcalf,WR,1989,Texas,7.4,4.44
982,Eric Mitchel,RB,1989,Oklahoma,9.22,6.91
983,Eric Smith,LB,1989,UCLA,0,0
984,Eric Wilkerson,WR,1989,Kent State,4.71,2.77
985,Erick Harrison,WR,1989,Tulsa,3.53,1.8
986,Erik Affholter,WR,1989,Southern California,3.78,2.04
